6,6974
7,7555
78,9135
79,11305
80,19687
86,3772
86,18743
87,7918
88,19294
100,14255
101,5982
102,6508
113,14616
114,3393
115,19236
8,4604
9,11703
10,2971
1,5453
2,9737
11,16667
12,12010
13,5453
19,16667
20,9103
24,16667
25,12010
26,13535
106,5453
107,12010
108,13535
72,1125
73,9801
74,6326
16,3135
17,6974
18,459
57,14802
58,6568
59,2620
60,15253
61,14610
97,13486
98,6098
99,8964
70,20334
71,5462
84,5462
85,21397
89,21397
90,20334
91,14617
92,12724
93,20334
94,7717
95,467
96,20868
109,1765
109,5462
109,5463
109,7625
109,7717
109,11777
109,13409
109,16059
109,16787
109,16816
109,20334
110,3167
110,9014
110,11310
110,12724
111,1765
111,5462
111,5463
111,7625
111,7717
111,11777
111,13409
111,16059
111,16787
111,16816
111,20334
112,467
112,705
112,14617
112,20868
116,20334
117,16816
118,21397
36,3135
37,13415
38,14539
27,12900
28,14188
29,14189
30,13486
31,14781
32,14024
39,14781
40,14189
41,13486
45,19148
46,8973
47,14412
48,8516
49,14024
50,14781
54,5451
54,15799
55,1840
55,19117
56,9025
56,14713
103,14364
103,18567
104,1840
105,9025
62,13534
63,4913
64,8516
65,19818
66,8516
67,4913
81,3158
82,16816
83,19204
3,10426
3,18418
4,2478
5,7717
14,3691
15,6500
21,10817
22,5451
23,1688
33,6302
34,2478
35,8373
42,6360
43,5451
44,3786
51,19818
52,5982
53,14271
68,3244
69,3393
69,5982
75,3393
76,3244
77,5982
2756,562
2757,3638
2758,21075
3031,13279
3032,17674
3033,7207
3043,13813
3044,12298
3045,13577
3061,18041
3062,20709
3063,1007
3091,12478
3092,18466
3093,7165
2783,14057
2784,14138
2785,15825
2795,4476
2796,8227
2797,19254
2813,20466
2814,7178
2815,11173
2974,20230
2975,7389
2976,1706
2926,14316
2927,12973
2928,3251
2750,9527
2751,9292
2752,19494
2828,7027
2828,7171
2828,19946
2828,20016
2829,2280
2829,15407
2829,15790
2829,20731
2830,2574
2830,5435
2830,13771
2830,21048
3010,18968
3011,18041
3012,13524
2741,8227
2742,16367
2743,684
2819,1922
2819,6219
2819,7846
2819,10754
2820,4580
2820,12479
2820,14138
2820,20854
2821,2598
2821,6397
2821,11836
2821,15358
2834,8745
2835,7681
2836,10750
2747,10040
2748,17978
2749,20107
2822,2265
2822,2630
2822,4463
2822,12299
2823,1697
2823,15818
2823,15905
2823,17978
2824,2281
2824,2472
2824,7662
2824,13935
2932,12808
2933,12088
2934,20103
2983,9067
2984,3626
2985,13802
2837,2367
2838,20479
2839,16836
2905,18646
2906,19448
2907,17994
3013,10304
3014,5465
3015,10120
2786,9707
2787,7063
2788,17225
2911,1939
2911,1940
2911,3133
2911,3972
2911,5302
2911,6379
2911,7522
2911,11941
2911,13933
2911,14228
2911,17444
2912,932
2912,1639
2912,5562
2912,6173
2912,8650
2912,9643
2912,11357
2912,12820
2912,14860
2912,15356
2912,16702
2912,17191
2912,18336
2912,20446
2913,172
2913,289
2913,2944
2913,2945
2913,3897
2913,12432
2913,14463
2913,18013
2913,20695
2825,23
2825,3638
2825,6679
2825,10785
2826,562
2826,18201
2826,18452
2826,21075
2827,5459
2827,11540
2827,12308
2827,20725
2717,10564
2718,8858
2719,12063
2759,587
2760,12014
2761,2648
2729,13553
2730,16168
2731,11318
2855,132
2856,7169
2857,17984
2866,14668
2867,18285
2868,13139
2875,19886
2876,4218
2877,18895
2890,15759
2891,12533
2892,19942
2831,14036
2832,17009
2833,20646
2846,12673
2847,2796
2848,2840
2816,5669
2816,10469
2816,12231
2816,15479
2817,4174
2817,12014
2817,16951
2817,20085
2818,587
2818,6984
2818,11209
2818,16717
2810,9307
2811,12014
2812,8045
2753,2199
2754,16980
2755,12014
2914,9872
2915,361
2916,8986
2917,15184
2917,20336
2918,13018
2918,17450
2919,2970
2919,16331
2920,2970
2920,16331
2921,2364
2921,18368
2922,4809
2922,8912
2959,7838
2960,7921
2961,4785
2962,20535
2962,20536
2963,1681
2963,8622
2964,7095
2964,7845
3016,15706
3017,10052
3018,10413
3019,9999
3020,7921
3021,2636
2789,17705
2790,11587
2791,6074
3022,5163
3022,10519
3023,10410
3023,20441
3024,8883
3024,17953
3025,18608
3025,19523
3026,4512
3026,8855
3027,1876
3027,18894
2777,9005
2778,19615
2779,6097
3067,2902
3068,12439
3069,19615
2780,6097
2780,12045
2781,8106
2781,11278
2782,10722
2782,13990
3085,7611
3085,8647
3085,9424
3085,12633
3086,2969
3086,6495
3086,10460
3086,10621
3087,1554
3087,6083
3087,10542
3087,15730
3007,13508
3008,2969
3009,10460
3088,5980
3088,15248
3088,19632
3089,2969
3089,4513
3089,10460
3090,2381
3090,13508
3090,14105
2998,6911
2998,20006
2999,6912
2999,7266
3000,6908
3000,15422
3076,1342
3076,3527
3076,17259
3077,2131
3077,7266
3077,19984
3078,3928
3078,6628
3078,19605
2992,14932
2993,14982
2994,6121
3070,112
3070,3355
3070,16453
3071,6121
3071,14982
3071,20004
3072,3910
3072,6220
3072,8772
2995,11423
2996,18160
2997,18819
3073,5199
3073,7903
3073,16870
3074,11086
3074,18160
3074,20017
3075,9084
3075,10194
3075,16108
2950,1758
2951,6013
2952,5952
3055,6118
3056,8833
3057,11979
2941,3464
2942,15650
2943,15359
2956,91
2956,2807
2956,4873
2956,7386
2956,10815
2956,16018
2957,1758
2957,4264
2957,6013
2957,6736
2957,11979
2957,19816
2958,1875
2958,2019
2958,3528
2958,5951
2958,5952
2958,10778
2944,2374
2944,2841
2944,4662
2944,14457
2944,16673
2944,20797
2945,2346
2945,3464
2945,11739
2945,14752
2945,15359
2945,15650
2946,295
2946,2867
2946,4577
2946,4757
2946,6558
2946,18776
3058,2807
3058,4873
3058,5059
3058,7386
3058,8765
3058,20094
3059,1405
3059,6118
3059,8833
3059,9953
3059,15374
3059,15375
3060,6013
3060,11979
3060,11985
3060,12849
3060,14851
3060,18561
2953,15131
2954,4899
2955,12113
2965,2348
2965,5013
2965,5632
2965,7153
2965,7769
2965,7780
2965,7841
2965,8197
2965,8598
2965,8826
2965,10295
2965,11967
2965,12843
2965,19337
2966,903
2966,1495
2966,1550
2966,2688
2966,5524
2966,5740
2966,5821
2966,11181
2966,11810
2966,13349
2966,14787
2966,15474
2966,16582
2966,19764
2967,5761
2967,7721
2967,8853
2967,8854
2967,8980
2967,9523
2967,10064
2967,10217
2967,10554
2967,11724
2967,17958
2967,20147
2967,20392
2989,16850
2990,16266
2991,5693
3040,16850
3041,5693
3042,15612
3049,800
3050,5693
3051,11543
3052,19982
3053,7962
3054,18172
3097,19982
3098,16850
3099,11543
3001,5693
3002,16850
3003,11543
3079,13735
3079,14196
3079,16266
3079,16565
3079,16912
3079,18685
3079,19240
3079,19359
3080,1241
3080,5693
3080,16850
3080,17831
3080,17866
3080,17929
3080,19982
3080,20683
3081,798
3081,800
3081,1226
3081,11543
3081,12552
3081,15612
3081,17947
3081,20158
3082,3641
3082,8892
3082,11568
3082,12473
3082,13244
3082,19049
3082,19070
3082,19951
3083,1084
3083,2460
3083,5729
3083,8082
3083,12502
3083,14948
3083,16715
3083,17627
3084,867
3084,4091
3084,4410
3084,5522
3084,7924
3084,14206
3084,19807
3084,19831
2947,5693
2947,11543
2948,12552
2949,20158
2977,1739
2977,5220
2977,5900
2977,6900
2977,7511
2977,7973
2977,7974
2977,12509
2977,12696
2977,16598
2977,16638
2977,16675
2977,16713
2977,16943
2977,18127
2977,18167
2977,20693
2978,946
2978,1157
2978,1486
2978,2136
2978,2216
2978,3824
2978,4532
2978,5737
2978,7136
2978,7517
2978,9112
2978,9116
2978,9592
2978,9625
2978,9865
2978,10070
2978,13114
2978,14040
2978,15560
2978,17776
2978,17839
2978,18738
2979,1072
2979,1437
2979,1644
2979,2341
2979,7881
2979,8817
2979,9296
2979,10054
2979,10945
2979,12092
2979,14633
2979,15113
2979,15234
2979,15568
2979,16670
2979,16722
2979,16784
2979,18617
2979,19955
2979,20715
2979,20848
2979,21189
2986,3980
2986,3981
2986,4013
2986,4037
2986,6824
2986,7576
2986,16734
2986,17761
2986,19497
2986,19516
2986,19574
2986,20427
2987,280
2987,864
2987,865
2987,3665
2987,3813
2987,4939
2987,5299
2987,5854
2987,8029
2987,8337
2987,9236
2987,9237
2987,12000
2987,12535
2987,13569
2987,14776
2987,17038
2987,17329
2987,18572
2988,723
2988,1285
2988,3680
2988,4613
2988,6115
2988,7031
2988,7972
2988,9127
2988,9154
2988,10155
2988,12329
2988,12409
2988,12467
2988,13885
2988,14651
2988,15308
2988,16127
2988,16631
2988,16668
2988,20231
2988,20347
2988,21144
3004,24
3005,7085
3006,10793
3046,6525
3046,13097
3046,13306
3046,15402
3047,439
3047,2853
3047,4656
3047,6036
3048,3896
3048,5586
3048,6788
3048,7633
2807,11659
2808,12308
2809,19403
2938,7102
2938,9066
2938,10260
2938,11188
2938,11619
2938,15318
2938,15704
2938,16688
2938,19979
2939,88
2939,3900
2939,7996
2939,8006
2939,12278
2939,12760
2939,12974
2939,15429
2939,20463
2940,1057
2940,1077
2940,2983
2940,4096
2940,5989
2940,6703
2940,12583
2940,15271
2940,16902
2971,2978
2971,3495
2971,19633
2971,19634
2971,19635
2972,1140
2972,5813
2972,11626
2972,17651
2972,19971
2973,1523
2973,7793
2973,7794
2973,16677
2973,17812
3037,5582
3037,18570
3037,19635
3038,98
3038,586
3038,6871
3039,1423
3039,13348
3039,16470
3064,1050
3065,16596
3066,7258
2923,3682
2923,14930
2924,4860
2924,18119
2925,10496
2925,13951
2935,19399
2935,19792
2936,1411
2936,17746
2937,8852
2937,14875
2968,1523
2968,7793
2968,7794
2968,16677
2969,4802
2969,8983
2969,12411
2969,15946
2970,1036
2970,2220
2970,8310
2970,18177
2881,4876
2881,7634
2881,11276
2881,16349
2881,16351
2882,1344
2882,1747
2882,7202
2882,10626
2882,11923
2883,9794
2883,9795
2883,12500
2883,13743
2883,19288
2908,1634
2908,7896
2908,10132
2908,12787
2908,16612
2908,20070
2909,1555
2909,3987
2909,12911
2909,14940
2909,14941
2909,15526
2910,4366
2910,4367
2910,16694
2910,18154
2910,18727
2910,20136
3034,16878
3035,8845
3036,10099
3094,4034
3094,11503
3095,1635
3095,20340
3096,10567
3096,20138
3100,1724
3100,2817
3100,3450
3100,3937
3100,4003
3100,4365
3100,8228
3100,12536
3100,18056
3101,2086
3101,2127
3101,2241
3101,6981
3101,7316
3101,7802
3101,10270
3101,12822
3101,13378
3101,16498
3101,18587
3102,844
3102,6825
3102,7286
3102,9302
3102,9591
3102,10114
3102,16726
3102,16812
3102,16825
3102,16858
3102,18072
2762,18081
2763,20268
2764,15996
2792,19339
2793,19589
2794,7301
2840,4207
2841,19339
2842,10062
2798,6595
2799,4081
2800,20268
2843,8970
2844,15901
2845,1482
2774,19403
2775,18684
2776,12308
2765,9703
2766,15115
2767,4694
2801,15115
2802,6144
2803,15479
2726,17054
2727,18692
2728,17649
2732,11386
2733,11735
2734,15208
2858,8407
2859,5268
2859,12458
2878,20082
2879,4893
2880,8224
2893,20242
2894,7875
2895,4228
2723,2176
2724,11282
2725,18305
2738,7850
2739,14226
2740,13738
2852,8990
2853,5020
2854,15563
2863,19445
2864,9887
2865,7508
2872,19901
2873,18295
2874,16595
2887,14223
2888,8617
2889,16854
2899,13386
2900,2569
2901,1575
2720,7502
2721,21353
2722,5486
2735,13745
2736,14226
2737,9540
2849,5613
2850,14818
2851,12608
2860,14817
2861,8999
2862,4856
2869,16660
2870,10865
2871,432
2884,9471
2885,14950
2886,19959
