1,1,250,Gold
2,1,250,Silver
3,1,92,Bronze
4,1,92,Gold
5,1,92,Silver
6,1,1,Gold
7,1,1,Silver
8,1,2,Bronze
9,1,2,Gold
10,1,2,Silver
11,1,251,Bronze
12,1,251,Gold
13,1,251,Silver
14,1,93,Gold
15,1,93,Silver
16,1,3,Bronze
17,1,3,Gold
18,1,3,Silver
19,1,252,Gold
20,1,252,Silver
21,1,94,Bronze
22,1,94,Gold
23,1,94,Silver
24,1,253,Bronze
25,1,253,Gold
26,1,253,Silver
27,1,475,Bronze
28,1,475,Gold
29,1,475,Silver
30,1,476,Bronze
31,1,476,Gold
32,1,476,Silver
33,1,95,Bronze
34,1,95,Gold
35,1,95,Silver
36,1,4,Bronze
37,1,4,Gold
38,1,4,Silver
39,1,477,Bronze
40,1,477,Gold
41,1,477,Silver
42,1,96,Bronze
43,1,96,Gold
44,1,96,Silver
45,1,478,Bronze
46,1,478,Gold
47,1,478,Silver
48,1,479,Bronze
49,1,479,Gold
50,1,479,Silver
51,1,97,Bronze
52,1,97,Gold
53,1,97,Silver
54,1,555,Bronze
55,1,555,Gold
56,1,555,Silver
57,1,300,Bronze
58,1,300,Gold
59,1,300,Silver
60,1,301,Gold
61,1,301,Silver
62,1,574,Bronze
63,1,574,Gold
64,1,574,Silver
65,1,575,Bronze
66,1,575,Gold
67,1,575,Silver
68,1,98,Gold
69,1,98,Silver
70,1,322,Gold
71,1,322,Silver
72,1,281,Bronze
73,1,281,Gold
74,1,281,Silver
75,1,99,Bronze
76,1,99,Gold
77,1,99,Silver
78,1,100,Bronze
79,1,100,Gold
80,1,100,Silver
81,1,627,Bronze
82,1,627,Gold
83,1,627,Silver
84,1,323,Gold
85,1,323,Silver
86,1,101,Bronze
87,1,101,Gold
88,1,101,Silver
89,1,324,Gold
90,1,324,Silver
91,1,325,Bronze
92,1,325,Gold
93,1,325,Silver
94,1,326,Bronze
95,1,326,Gold
96,1,326,Silver
97,1,302,Bronze
98,1,302,Gold
99,1,302,Silver
100,1,102,Bronze
101,1,102,Gold
102,1,102,Silver
103,1,556,Bronze
104,1,556,Gold
105,1,556,Silver
106,1,254,Bronze
107,1,254,Gold
108,1,254,Silver
109,1,327,Gold
110,1,328,Bronze
111,1,328,Gold
112,1,328,Silver
113,1,103,Bronze
114,1,103,Gold
115,1,103,Silver
116,1,329,Bronze
117,1,329,Gold
118,1,329,Silver
119,2,422,Bronze
120,2,422,Gold
121,2,422,Silver
122,2,92,Bronze
123,2,92,Gold
124,2,92,Silver
125,2,423,Bronze
126,2,423,Gold
127,2,423,Silver
128,2,93,Bronze
129,2,93,Gold
130,2,93,Silver
131,2,94,Bronze
132,2,94,Gold
133,2,94,Silver
134,2,5,Bronze
135,2,5,Gold
136,2,5,Silver
137,2,104,Bronze
138,2,104,Gold
139,2,104,Silver
140,2,6,Bronze
141,2,6,Gold
142,2,6,Silver
143,2,7,Bronze
144,2,7,Gold
145,2,7,Silver
146,2,105,Bronze
147,2,105,Gold
148,2,105,Silver
149,2,8,Bronze
150,2,8,Gold
151,2,8,Silver
152,2,9,Bronze
153,2,9,Gold
154,2,9,Silver
155,2,255,Bronze
156,2,255,Gold
157,2,255,Silver
158,2,476,Bronze
159,2,476,Gold
160,2,476,Silver
161,2,106,Bronze
162,2,106,Gold
163,2,106,Silver
164,2,424,Bronze
165,2,424,Gold
166,2,424,Silver
167,2,10,Bronze
168,2,10,Gold
169,2,10,Silver
170,2,107,Bronze
171,2,107,Gold
172,2,107,Silver
173,2,95,Bronze
174,2,95,Gold
175,2,95,Silver
176,2,108,Bronze
177,2,108,Gold
178,2,108,Silver
179,2,109,Gold
180,2,109,Silver
181,2,480,Bronze
182,2,480,Gold
183,2,480,Silver
184,2,477,Bronze
185,2,477,Gold
186,2,477,Silver
187,2,110,Bronze
188,2,110,Gold
189,2,110,Silver
190,2,96,Bronze
191,2,96,Gold
192,2,96,Silver
193,2,481,Bronze
194,2,481,Gold
195,2,481,Silver
196,2,482,Gold
197,2,482,Silver
198,2,483,Bronze
199,2,483,Gold
200,2,483,Silver
201,2,484,Bronze
202,2,484,Gold
203,2,484,Silver
204,2,60,Bronze
205,2,60,Gold
206,2,60,Silver
207,2,61,Bronze
208,2,61,Gold
209,2,61,Silver
210,2,62,Bronze
211,2,62,Gold
212,2,62,Silver
213,2,63,Bronze
214,2,63,Gold
215,2,63,Silver
216,2,177,Gold
217,2,177,Silver
218,2,246,Gold
219,2,246,Silver
220,2,97,Bronze
221,2,97,Gold
222,2,97,Silver
223,2,247,Gold
224,2,555,Bronze
225,2,555,Gold
226,2,555,Silver
227,2,401,Bronze
228,2,401,Gold
229,2,401,Silver
230,2,303,Bronze
231,2,303,Gold
232,2,303,Silver
233,2,304,Bronze
234,2,304,Gold
235,2,304,Silver
236,2,305,Bronze
237,2,305,Gold
238,2,305,Silver
239,2,300,Bronze
240,2,300,Gold
241,2,300,Silver
242,2,301,Bronze
243,2,301,Gold
244,2,301,Silver
245,2,317,Bronze
246,2,317,Gold
247,2,317,Silver
248,2,402,Bronze
249,2,402,Gold
250,2,402,Silver
251,2,485,Bronze
252,2,485,Gold
253,2,485,Silver
254,2,111,Bronze
255,2,111,Gold
256,2,111,Silver
257,2,98,Bronze
258,2,98,Gold
259,2,98,Silver
260,2,290,Bronze
261,2,290,Gold
262,2,112,Bronze
263,2,112,Gold
264,2,112,Silver
265,2,291,Bronze
266,2,291,Gold
267,2,291,Silver
268,2,319,Bronze
269,2,319,Gold
270,2,319,Silver
271,2,320,Bronze
272,2,320,Gold
273,2,320,Silver
274,2,248,Bronze
275,2,248,Gold
276,2,248,Silver
277,2,249,Bronze
278,2,249,Gold
279,2,249,Silver
280,2,330,Bronze
281,2,330,Gold
282,2,330,Silver
283,2,99,Bronze
284,2,99,Gold
285,2,99,Silver
286,2,292,Bronze
287,2,292,Gold
288,2,292,Silver
289,2,113,Bronze
290,2,113,Gold
291,2,113,Silver
292,2,100,Bronze
293,2,100,Gold
294,2,100,Silver
295,2,557,Bronze
296,2,557,Gold
297,2,557,Silver
298,2,425,Bronze
299,2,425,Gold
300,2,425,Silver
301,2,403,Bronze
302,2,403,Gold
303,2,403,Silver
304,2,101,Bronze
305,2,101,Gold
306,2,101,Silver
307,2,397,Bronze
308,2,397,Gold
309,2,397,Silver
310,2,421,Gold
311,2,421,Silver
312,2,302,Bronze
313,2,302,Gold
314,2,302,Silver
315,2,306,Bronze
316,2,306,Gold
317,2,306,Silver
318,2,102,Bronze
319,2,102,Gold
320,2,102,Silver
321,2,404,Bronze
322,2,404,Gold
323,2,404,Silver
324,2,556,Bronze
325,2,556,Gold
326,2,556,Silver
327,2,558,Bronze
328,2,558,Gold
329,2,558,Silver
330,2,254,Bronze
331,2,254,Gold
332,2,254,Silver
333,2,64,Gold
334,2,64,Silver
335,2,65,Bronze
336,2,65,Gold
337,2,65,Silver
338,2,486,Bronze
339,2,486,Gold
340,2,486,Silver
341,2,103,Bronze
342,2,103,Gold
343,2,103,Silver
344,2,114,Bronze
345,2,114,Gold
346,2,114,Silver
347,2,566,Gold
348,2,566,Silver
349,2,11,Bronze
350,2,11,Gold
351,2,11,Silver
352,2,45,Bronze
353,2,45,Gold
354,2,45,Silver
355,3,178,Gold
356,3,178,Silver
357,3,687,Bronze
358,3,687,Gold
359,3,687,Silver
360,3,179,Bronze
361,3,179,Gold
362,3,179,Silver
363,3,688,Bronze
364,3,688,Gold
365,3,688,Silver
366,3,256,Bronze
367,3,256,Gold
368,3,256,Silver
369,3,257,Bronze
370,3,257,Gold
371,3,257,Silver
372,3,258,Bronze
373,3,258,Gold
374,3,258,Silver
375,3,259,Bronze
376,3,259,Gold
377,3,259,Silver
378,3,92,Bronze
379,3,92,Gold
380,3,92,Silver
381,3,12,Bronze
382,3,12,Gold
383,3,12,Silver
384,3,1,Bronze
385,3,1,Gold
386,3,1,Silver
387,3,47,Bronze
388,3,47,Gold
389,3,47,Silver
390,3,93,Bronze
391,3,93,Gold
392,3,93,Silver
393,3,94,Bronze
394,3,94,Gold
395,3,94,Silver
396,3,5,Bronze
397,3,5,Gold
398,3,5,Silver
399,3,260,Bronze
400,3,260,Gold
401,3,260,Silver
402,3,104,Bronze
403,3,104,Gold
404,3,104,Silver
405,3,7,Bronze
406,3,7,Gold
407,3,7,Silver
408,3,105,Bronze
409,3,105,Gold
410,3,105,Silver
411,3,261,Bronze
412,3,261,Gold
413,3,261,Silver
414,3,106,Bronze
415,3,106,Gold
416,3,106,Silver
417,3,95,Bronze
418,3,95,Gold
419,3,95,Silver
420,3,13,Bronze
421,3,13,Gold
422,3,13,Silver
423,3,4,Bronze
424,3,4,Gold
425,3,4,Silver
426,3,108,Bronze
427,3,108,Gold
428,3,108,Silver
429,3,689,Bronze
430,3,689,Gold
431,3,689,Silver
432,3,180,Gold
433,3,180,Silver
434,3,115,Gold
435,3,115,Silver
436,3,14,Bronze
437,3,14,Gold
438,3,14,Silver
439,3,262,Bronze
440,3,262,Gold
441,3,262,Silver
442,3,15,Bronze
443,3,15,Gold
444,3,15,Silver
445,3,690,Bronze
446,3,690,Gold
447,3,690,Silver
448,3,181,Bronze
449,3,181,Gold
450,3,181,Silver
451,3,691,Bronze
452,3,691,Gold
453,3,691,Silver
454,3,182,Bronze
455,3,182,Gold
456,3,182,Silver
457,3,116,Bronze
458,3,116,Gold
459,3,116,Silver
460,3,110,Bronze
461,3,110,Gold
462,3,110,Silver
463,3,692,Bronze
464,3,692,Gold
465,3,692,Silver
466,3,183,Bronze
467,3,183,Gold
468,3,183,Silver
469,3,184,Gold
470,3,184,Silver
471,3,693,Bronze
472,3,693,Gold
473,3,693,Silver
474,3,96,Bronze
475,3,96,Gold
476,3,96,Silver
477,3,16,Bronze
478,3,16,Gold
479,3,16,Silver
480,3,576,Bronze
481,3,576,Gold
482,3,576,Silver
483,3,331,Bronze
484,3,331,Gold
485,3,331,Silver
486,3,332,Bronze
487,3,332,Gold
488,3,332,Silver
489,3,333,Bronze
490,3,333,Gold
491,3,333,Silver
492,3,405,Bronze
493,3,405,Gold
494,3,405,Silver
495,3,117,Bronze
496,3,117,Gold
497,3,117,Silver
498,3,97,Bronze
499,3,97,Gold
500,3,97,Silver
501,3,66,Bronze
502,3,66,Gold
503,3,66,Silver
504,3,67,Bronze
505,3,67,Gold
506,3,67,Silver
507,3,68,Bronze
508,3,68,Gold
509,3,68,Silver
510,3,406,Bronze
511,3,406,Gold
512,3,406,Silver
513,3,69,Bronze
514,3,69,Gold
515,3,69,Silver
516,3,555,Bronze
517,3,555,Gold
518,3,555,Silver
519,3,401,Gold
520,3,401,Silver
521,3,303,Bronze
522,3,303,Gold
523,3,303,Silver
524,3,300,Bronze
525,3,300,Gold
526,3,300,Silver
527,3,307,Gold
528,3,307,Silver
529,3,317,Bronze
530,3,317,Gold
531,3,317,Silver
532,3,407,Bronze
533,3,407,Gold
534,3,407,Silver
535,3,111,Bronze
536,3,111,Gold
537,3,111,Silver
538,3,575,Bronze
539,3,575,Gold
540,3,575,Silver
541,3,98,Bronze
542,3,98,Gold
543,3,98,Silver
544,3,112,Bronze
545,3,112,Gold
546,3,112,Silver
547,3,322,Bronze
548,3,322,Gold
549,3,319,Bronze
550,3,319,Gold
551,3,319,Silver
552,3,400,Bronze
553,3,400,Gold
554,3,400,Silver
555,3,330,Bronze
556,3,330,Gold
557,3,330,Silver
558,3,393,Gold
559,3,393,Silver
560,3,99,Bronze
561,3,99,Gold
562,3,99,Silver
563,3,113,Bronze
564,3,113,Gold
565,3,113,Silver
566,3,100,Bronze
567,3,100,Gold
568,3,100,Silver
569,3,323,Bronze
570,3,323,Gold
571,3,323,Silver
572,3,48,Bronze
573,3,48,Gold
574,3,48,Silver
575,3,101,Bronze
576,3,101,Gold
577,3,101,Silver
578,3,324,Bronze
579,3,324,Gold
580,3,324,Silver
581,3,325,Bronze
582,3,325,Gold
583,3,325,Silver
584,3,326,Bronze
585,3,326,Gold
586,3,326,Silver
587,3,302,Bronze
588,3,302,Gold
589,3,302,Silver
590,3,102,Bronze
591,3,102,Gold
592,3,102,Silver
593,3,404,Bronze
594,3,404,Gold
595,3,404,Silver
596,3,556,Bronze
597,3,556,Gold
598,3,556,Silver
599,3,308,Bronze
600,3,308,Gold
601,3,308,Silver
602,3,321,Gold
603,3,321,Silver
604,3,334,Bronze
605,3,334,Gold
606,3,334,Silver
607,3,70,Bronze
608,3,70,Gold
609,3,70,Silver
610,3,71,Gold
611,3,71,Silver
612,3,118,Bronze
613,3,118,Gold
614,3,118,Silver
615,3,103,Bronze
616,3,103,Gold
617,3,103,Silver
618,3,114,Bronze
619,3,114,Gold
620,3,114,Silver
621,3,566,Bronze
622,3,566,Gold
623,3,566,Silver
624,3,329,Bronze
625,3,329,Gold
626,4,185,Bronze
627,4,185,Gold
628,4,185,Silver
629,4,694,Bronze
630,4,694,Gold
631,4,694,Silver
632,4,628,Bronze
633,4,628,Gold
634,4,628,Silver
635,4,179,Bronze
636,4,179,Gold
637,4,179,Silver
638,4,695,Bronze
639,4,695,Gold
640,4,695,Silver
641,4,629,Bronze
642,4,629,Gold
643,4,629,Silver
644,4,487,Bronze
645,4,487,Gold
646,4,487,Silver
647,4,250,Bronze
648,4,250,Gold
649,4,250,Silver
650,4,92,Bronze
651,4,92,Gold
652,4,92,Silver
653,4,12,Bronze
654,4,12,Gold
655,4,12,Silver
656,4,1,Bronze
657,4,1,Gold
658,4,1,Silver
659,4,488,Bronze
660,4,488,Gold
661,4,488,Silver
662,4,489,Bronze
663,4,489,Gold
664,4,489,Silver
665,4,490,Gold
666,4,490,Silver
667,4,47,Bronze
668,4,47,Gold
669,4,47,Silver
670,4,119,Bronze
671,4,119,Gold
672,4,119,Silver
673,4,93,Bronze
674,4,93,Gold
675,4,93,Silver
676,4,426,Gold
677,4,426,Silver
678,4,94,Bronze
679,4,94,Gold
680,4,94,Silver
681,4,5,Bronze
682,4,5,Gold
683,4,5,Silver
684,4,263,Bronze
685,4,263,Gold
686,4,263,Silver
687,4,264,Bronze
688,4,264,Gold
689,4,264,Silver
690,4,104,Bronze
691,4,104,Gold
692,4,104,Silver
693,4,17,Bronze
694,4,17,Gold
695,4,17,Silver
696,4,265,Bronze
697,4,265,Gold
698,4,265,Silver
699,4,491,Bronze
700,4,491,Gold
701,4,491,Silver
702,4,492,Bronze
703,4,492,Gold
704,4,492,Silver
705,4,493,Bronze
706,4,493,Gold
707,4,493,Silver
708,4,120,Bronze
709,4,120,Gold
710,4,120,Silver
711,4,121,Bronze
712,4,121,Gold
713,4,121,Silver
714,4,49,Bronze
715,4,49,Gold
716,4,49,Silver
717,4,122,Bronze
718,4,122,Gold
719,4,122,Silver
720,4,95,Gold
721,4,4,Bronze
722,4,4,Gold
723,4,4,Silver
724,4,108,Bronze
725,4,108,Gold
726,4,108,Silver
727,4,18,Bronze
728,4,18,Gold
729,4,18,Silver
730,4,123,Bronze
731,4,123,Gold
732,4,123,Silver
733,4,124,Bronze
734,4,124,Gold
735,4,124,Silver
736,4,494,Bronze
737,4,494,Gold
738,4,494,Silver
739,4,266,Bronze
740,4,266,Gold
741,4,266,Silver
742,4,477,Bronze
743,4,477,Gold
744,4,477,Silver
745,4,495,Bronze
746,4,495,Gold
747,4,495,Silver
748,4,496,Bronze
749,4,496,Gold
750,4,496,Silver
751,4,186,Bronze
752,4,186,Gold
753,4,186,Silver
754,4,696,Bronze
755,4,696,Gold
756,4,696,Silver
757,4,187,Bronze
758,4,187,Gold
759,4,187,Silver
760,4,697,Bronze
761,4,697,Gold
762,4,697,Silver
763,4,188,Bronze
764,4,188,Gold
765,4,188,Silver
766,4,698,Bronze
767,4,698,Gold
768,4,698,Silver
769,4,630,Bronze
770,4,630,Gold
771,4,630,Silver
772,4,427,Bronze
773,4,427,Gold
774,4,427,Silver
775,4,631,Bronze
776,4,631,Gold
777,4,631,Silver
778,4,428,Gold
779,4,96,Bronze
780,4,96,Gold
781,4,96,Silver
782,4,429,Bronze
783,4,429,Gold
784,4,429,Silver
785,4,571,Gold
786,4,572,Gold
787,4,497,Bronze
788,4,497,Gold
789,4,497,Silver
790,4,72,Bronze
791,4,72,Gold
792,4,72,Silver
793,4,405,Bronze
794,4,405,Gold
795,4,405,Silver
796,4,97,Bronze
797,4,97,Gold
798,4,97,Silver
799,4,125,Bronze
800,4,125,Gold
801,4,125,Silver
802,4,398,Bronze
803,4,398,Gold
804,4,398,Silver
805,4,555,Bronze
806,4,555,Gold
807,4,555,Silver
808,4,559,Bronze
809,4,559,Gold
810,4,559,Silver
811,4,401,Bronze
812,4,401,Gold
813,4,401,Silver
814,4,303,Bronze
815,4,303,Gold
816,4,303,Silver
817,4,309,Bronze
818,4,309,Gold
819,4,309,Silver
820,4,317,Bronze
821,4,317,Gold
822,4,317,Silver
823,4,407,Gold
824,4,407,Silver
825,4,485,Bronze
826,4,485,Gold
827,4,485,Silver
828,4,111,Bronze
829,4,111,Gold
830,4,111,Silver
831,4,98,Gold
832,4,98,Silver
833,4,112,Gold
834,4,112,Silver
835,4,354,Gold
836,4,354,Silver
837,4,357,Bronze
838,4,357,Gold
839,4,357,Silver
840,4,399,Bronze
841,4,399,Gold
842,4,399,Silver
843,4,536,Bronze
844,4,536,Gold
845,4,536,Silver
846,4,537,Bronze
847,4,537,Gold
848,4,537,Silver
849,4,330,Bronze
850,4,330,Gold
851,4,330,Silver
852,4,126,Bronze
853,4,126,Gold
854,4,126,Silver
855,4,127,Bronze
856,4,127,Gold
857,4,127,Silver
858,4,393,Gold
859,4,393,Silver
860,4,99,Bronze
861,4,99,Gold
862,4,99,Silver
863,4,113,Bronze
864,4,113,Gold
865,4,113,Silver
866,4,100,Bronze
867,4,100,Gold
868,4,100,Silver
869,4,73,Bronze
870,4,73,Gold
871,4,73,Silver
872,4,267,Bronze
873,4,267,Gold
874,4,267,Silver
875,4,573,Gold
876,4,538,Bronze
877,4,538,Gold
878,4,538,Silver
879,4,101,Bronze
880,4,101,Gold
881,4,397,Gold
882,4,397,Silver
883,4,498,Bronze
884,4,498,Gold
885,4,498,Silver
886,4,421,Gold
887,4,421,Silver
888,4,302,Bronze
889,4,302,Gold
890,4,302,Silver
891,4,310,Bronze
892,4,310,Gold
893,4,310,Silver
894,4,102,Bronze
895,4,102,Gold
896,4,102,Silver
897,4,404,Bronze
898,4,404,Gold
899,4,404,Silver
900,4,556,Bronze
901,4,556,Gold
902,4,556,Silver
903,4,558,Bronze
904,4,558,Gold
905,4,558,Silver
906,4,560,Bronze
907,4,560,Gold
908,4,560,Silver
909,4,561,Bronze
910,4,561,Gold
911,4,561,Silver
912,4,539,Bronze
913,4,539,Gold
914,4,539,Silver
915,4,334,Bronze
916,4,334,Gold
917,4,334,Silver
918,4,486,Bronze
919,4,486,Gold
920,4,486,Silver
921,4,103,Bronze
922,4,103,Gold
923,4,103,Silver
924,4,566,Bronze
925,4,566,Gold
926,4,566,Silver
927,4,45,Gold
928,4,45,Silver
929,4,74,Bronze
930,4,74,Gold
931,4,74,Silver
932,5,632,Bronze
933,5,632,Gold
934,5,632,Silver
935,5,633,Bronze
936,5,633,Gold
937,5,633,Silver
938,5,128,Bronze
939,5,128,Gold
940,5,128,Silver
941,5,129,Bronze
942,5,129,Gold
943,5,129,Silver
944,5,92,Bronze
945,5,92,Gold
946,5,92,Silver
947,5,12,Bronze
948,5,12,Gold
949,5,12,Silver
950,5,1,Bronze
951,5,1,Gold
952,5,1,Silver
953,5,19,Bronze
954,5,19,Gold
955,5,19,Silver
956,5,488,Bronze
957,5,488,Gold
958,5,488,Silver
959,5,489,Bronze
960,5,489,Gold
961,5,489,Silver
962,5,490,Bronze
963,5,490,Gold
964,5,490,Silver
965,5,430,Bronze
966,5,430,Gold
967,5,430,Silver
968,5,47,Bronze
969,5,47,Gold
970,5,47,Silver
971,5,50,Bronze
972,5,50,Gold
973,5,50,Silver
974,5,93,Bronze
975,5,93,Gold
976,5,93,Silver
977,5,426,Bronze
