493,Shooting - 300m free rifle 3 positions (3x40 shots) - M,43
494,"Shooting - 50+100y small bore rifle, team - M",43
495,Shooting - 50m rifle prone (60 shots) - M,43
496,"Shooting - 50y army pistol, team - M",43
497,"Shooting - clay pigeons, team - M",43
498,"Shooting - rifle, team - M",43
499,"Shooting - 25m small bore rifle, team - M",43
500,Shooting - 25m small rifle - M,43
501,"Shooting - 30m army pistol, team - M",43
502,"Shooting - 50m small bore rifle, team - M",43
503,Shooting - 600m free rifle - M,43
504,"Shooting - 100m running deer, double shots, team - M",43
505,"Shooting - 300+600m free rifle, team, prone - M",43
506,"Shooting - 300m free rifle, prone, team - M",43
507,"Shooting - 300m free rifle, standing, team - M",43
508,"Shooting - 50m small bore rifle, standing, individual - M",43
509,"Shooting - 600m free rifle, prone - M",43
510,"Shooting - 600m free rifle, team - M",43
511,"Shooting - 400, 600, 800m free rifle, team - M",43
512,"Shooting - 600m free rifle, individual - M",43
513,"Shooting - 100m running deer, single/double shots - M",43
514,Shooting - 50m rifle 3 positions (3x40 shots) - M,43
515,Shooting - skeet (125 targets) - M,43
516,Shooting - 25m rapid fire pistol (60 shots) - X,43
517,Shooting - 300m free rifle 3 positions (3x40 shots) - X,43
518,Shooting - 50m pistol (60 shots) - X,43
519,Shooting - 50m rifle 3 positions (3x40 shots) - X,43
520,Shooting - 50m rifle prone (60 shots) - X,43
521,Shooting - 50m running target (30+30 shots) - X,43
522,Shooting - skeet (125 targets) - X,43
523,Shooting - trap (125 targets) - X,43
524,Shooting - 10m air rifle (40 shots) - W,43
525,Shooting - 10m air rifle (60 shots) - M,43
526,Shooting - 25m pistol (30+30 shots) - W,43
527,Shooting - 50m rifle 3 positions (3x20 shots) - W,43
528,Shooting - 50m running target (30+30 shots) - M,43
529,Shooting - 10m air pistol (40 shots) - W,43
530,Shooting - 10m air pistol (60 shots) - M,43
531,Shooting - double trap (120 targets) - W,43
532,Shooting - double trap (150 targets) - M,43
533,Shooting - 10m running target (30+30 shots) - M,43
534,Shooting - skeet (75 targets) - W,43
535,Shooting - trap (75 targets) - W,43
536,Figure skating - individual - M,44
537,Figure skating - individual - W,44
538,Figure skating - pairs - X,44
539,Figure skating - special figures - M,44
540,Softball - softball - W,45
541,Table Tennis - doubles - M,46
542,Table Tennis - doubles - W,46
543,Table Tennis - singles - M,46
544,Table Tennis - singles - W,46
545,Table Tennis - team - M,46
546,Table Tennis - team - W,46
547,Taekwondo - - 49 kg - W,47
548,Taekwondo - - 58 kg - M,47
549,Taekwondo - + 67 kg - W,47
550,Taekwondo - + 80 kg - M,47
551,Taekwondo - 49 - 57 kg - W,47
552,Taekwondo - 57 - 67 kg - W,47
553,Taekwondo - 58 - 68 kg - M,47
554,Taekwondo - 68 - 80 kg - M,47
555,Tennis - doubles - M,48
556,Tennis - singles - M,48
557,Tennis - mixed doubles - X,48
558,Tennis - singles - W,48
559,Tennis - doubles indoor - M,48
560,Tennis - singles indoor - M,48
561,Tennis - singles indoor - W,48
562,Tennis - mixed doubles indoor - X,48
563,Tennis - doubles - W,48
564,Triathlon - Individual - M,49
565,Triathlon - Individual - W,49
566,Tug of War - tug of war - M,50
567,Volleyball - volleyball - M,51
568,Volleyball - volleyball - W,51
569,Beach volley. - beach volleyball - M,52
570,Beach volley. - beach volleyball - W,52
571,Water Motorspor - 8m class C - M,53
572,Water Motorspor - class B up to 60 feet - M,53
573,Water Motorspor - open class A - M,53
574,Weightlifting - heavyweight - one hand lift - M,54
575,Weightlifting - heavyweight - two hand lift - M,54
576,Weightlifting - all-around Dumbbell contest - M,54
577,"Weightlifting - - 60kg, one-two hand 3 events (featherweight) - M",54
578,"Weightlifting - + 82.5kg, one-two hand 3 events (heavyweight) - M",54
579,"Weightlifting - 60 - 67.5kg, one-two hand 3 events (lightweight) - M",54
580,"Weightlifting - 67.5 - 75kg, one-two hand 3 events (middleweight) - M",54
581,"Weightlifting - 75 - 82.5kg, one-two hand 3 e. (light-heavyweight) - M",54
582,"Weightlifting - - 60kg, one-two hand 5 events (featherweight) - M",54
583,"Weightlifting - + 82.5kg, one-two hand 5 events (heavyweight) - M",54
584,"Weightlifting - 60 - 67.5kg, one-two hand 5 events (lightweight) - M",54
585,"Weightlifting - 67.5 - 75kg, one-two hand 5 events (middleweight) - M",54
