1,Athens
2,Paris
3,St Louis
4,London
5,Stockholm
6,Antwerp
7,Amsterdam
8,Los Angeles
9,Berlin
10,Helsinki
11,Melbourne / Stockholm
12,Rome
13,Tokyo
14,Mexico
15,Munich
16,Montreal
17,Moscow
18,Seoul
19,Barcelona
20,Atlanta
21,Sydney
22,Beijing
