1,1,1896
2,2,1900
3,3,1904
4,4,1908
5,5,1912
6,6,1920
7,2,1924
8,7,1928
9,8,1932
10,9,1936
11,4,1948
12,10,1952
13,11,1956
14,12,1960
15,13,1964
16,14,1968
17,15,1972
18,16,1976
19,17,1980
20,8,1984
21,18,1988
22,19,1992
23,20,1996
24,21,2000
25,1,2004
26,22,2008
